id,address,price_aed,bedrooms,bathrooms,square_feet,property_type,area,developer,completion_date,view,amenities,service_charges,agent,agency,status,listing_date,last_updated
416,"Building 704, Floor 9, Unit 66, Al Wasl, Dubai, UAE",1299337,5,4,5503,Garden Apartment,Al Wasl,Aqua Properties,2023-05-22,Pool View,"Basketball Court, Children's Playground, Walk-in Closet, Gym, 24/7 Maintenance, Security, Swimming Pool, Garden",18227,Michael Mann,آل مقطة-آل بن ظافر,Rented,2025-07-24,2025-08-24 16:23:04
417,"Building 146, Floor 1, Unit 394, Al Warqa, Dubai, UAE",1407204,7,4,4594,Garden Apartment,Al Warqa,Knight Frank,2024-10-16,City View,"Swimming Pool, Driver's Room, 24/7 Maintenance, Walk-in Closet, Spa, Gym",18324,ربى آل معيض,Jackson PLC,Sold,2024-11-22,2025-08-24 16:23:04
418,"Building 426, Floor 1, Unit 644, Palm Jumeirah, Dubai, UAE",1961195,0,1,300,Studio,Palm Jumeirah,Cluttons,2026-11-10,Sea View,"Pet Friendly, Tennis Court, Garden, Modern Kitchen",45758,عبد الحقّ آل خضير,شربتلي-شربتلي,Rented,2024-11-07,2025-08-24 16:23:04
419,"Building 35, Floor 1, Unit 1, Al Qusais Industrial, Dubai, UAE",11487387,6,3,7622,Villa,Al Qusais Industrial,Dubai Properties,2021-07-04,Mountain View,"Maid's Room, Spa, Built-in Wardrobes, Security, Modern Kitchen",42587,Tracy Miller,Rodriguez Inc,Available,2024-11-29,2025-08-24 16:23:04
420,"Building 504, Floor 24, Unit 998, Al Warqa, Dubai, UAE",2893025,4,2,2375,Garden Apartment,Al Warqa,Deyaar Development,2024-02-05,Pool View,"Walk-in Closet, Built-in Wardrobes, Gym, Driver's Room, Pet Friendly, Study Room, Basketball Court",5676,Dustin Reed,Hughes-Cook,Under Contract,2025-01-11,2025-08-24 16:23:04
421,"Building 555, Floor 13, Unit 545, Al Manara, Dubai, UAE",12308424,5,3,5152,Penthouse,Al Manara,Nakheel,2021-08-22,Garden View,"Basketball Court, Driver's Room, Terrace, Study Room, Pet Friendly, Security",31031,السيدة بوران آل صفوان,العجلان-الدباغ,Under Contract,2025-03-17,2025-08-24 16:23:04
422,"Building 290, Floor 28, Unit 372, Al Satwa, Dubai, UAE",1308563,3,1,1524,Apartment,Al Satwa,Nakheel,2023-08-09,Garden View,"Balcony, Spa, Parking, 24/7 Maintenance, Furnished, Basketball Court, Driver's Room",6594,Micheal Adams,Reese Group,Available,2024-10-26,2025-08-24 16:23:04
423,"Building 205, Floor 22, Unit 917, Palm Jumeirah, Dubai, UAE",4760610,6,6,4410,Duplex,Palm Jumeirah,Nakheel,2023-05-10,Pool View,"Study Room, Balcony, Terrace",45637,Brianna West,"Stephenson, Robinson and Crawford",Available,2024-11-02,2025-08-24 16:23:04
424,"Building 524, Floor 1, Unit 796, Al Warqa, Dubai, UAE",1209777,3,1,1577,Apartment,Al Warqa,Savills,2020-11-16,Mountain View,"Furnished, Basketball Court, Garden, 24/7 Maintenance",13935,جوين شربتلي,الراشد and Sons,Sold,2025-03-25,2025-08-24 16:23:04
425,"Building 373, Floor 6, Unit 79, Jumeirah, Dubai, UAE",2495676,0,1,594,Studio,Jumeirah,Emaar Properties,2026-11-07,City View,"Garden, BBQ Area, Pet Friendly",6150,السيدة لاما آل مقطة,آل صفوان-آل سلطان,Available,2025-02-13,2025-08-24 16:23:04
426,"Building 631, Floor 32, Unit 913, Al Thanyah, Dubai, UAE",416322,6,4,2456,Garden Apartment,Al Thanyah,Cluttons,2023-01-20,Garden View,"Central AC, Garden, Maid's Room",11995,نافذ آل عواض,"آل معيض, كانو and المغاولة",Under Contract,2025-04-15,2025-08-24 16:23:04
427,"Building 157, Floor 39, Unit 559, Dubai Internet City, Dubai, UAE",1894582,0,1,588,Studio,Dubai Internet City,Union Properties,2024-02-04,City View,"Spa, Gym, Maid's Room, Balcony, Central AC, Pet Friendly, Walk-in Closet, Furnished",9476,Martha Houston,"العليان, آل محمد بن علي بن جماز and آل الشيخ",Sold,2024-10-07,2025-08-24 16:23:04
428,"Building 546, Floor 1, Unit 1, Jumeirah Park, Dubai, UAE",5024901,6,3,2741,Villa,Jumeirah Park,Al Habtoor Group,2024-12-24,Street View,"Central AC, Garden, Swimming Pool, Balcony, Security",9740,الأستاذ سموح الجابر,المشاولة-العجلان,Available,2025-04-30,2025-08-24 16:23:04
429,"Building 924, Floor 17, Unit 915, Al Manara, Dubai, UAE",1074311,5,6,2666,Loft,Al Manara,Damac Properties,2024-04-17,City View,"Pet Friendly, Swimming Pool, Central AC",28179,Eric Anderson,Tyler-Garcia,Available,2024-08-28,2025-08-24 16:23:04
430,"Building 954, Floor 5, Unit 145, Al Hudaiba, Dubai, UAE",2405351,4,2,7792,Loft,Al Hudaiba,Select Group,2020-09-16,Street View,"Garden, Basketball Court, Parking, BBQ Area, Pet Friendly, Terrace",6769,وائل آل محمد بن علي بن جماز,"المهنا, آل رفيع and المشاولة",Sold,2024-10-12,2025-08-24 16:23:04
431,"Building 334, Floor 1, Unit 1, Jumeirah Beach Residence, Dubai, UAE",9381977,4,5,5870,Villa,Jumeirah Beach Residence,Better Homes,2022-09-03,Street View,"BBQ Area, Terrace, Swimming Pool, Central AC, Driver's Room",41471,أروى الجفالي,Gillespie-Parrish,Under Contract,2025-05-21,2025-08-24 16:23:04
432,"Building 407, Floor 17, Unit 9, Al Qusais, Dubai, UAE",11290184,7,6,5984,Penthouse,Al Qusais,Damac Properties,2021-08-19,Pool View,"Basketball Court, Central AC, Gym, Security",8426,Kara Kelley,"الحكير, أبو داوود and فصيل",Under Contract,2025-08-18,2025-08-24 16:23:04
433,"Building 935, Floor 1, Unit 1, Palm Jumeirah, Dubai, UAE",2676876,4,5,2758,Villa,Palm Jumeirah,Emaar Properties,2021-07-31,Street View,"24/7 Maintenance, Furnished, Spa, Security, Basketball Court, Pet Friendly, Balcony",46307,المهندس خلدون شربتلي,آل مقطة Ltd,Sold,2024-11-17,2025-08-24 16:23:04
434,"Building 678, Floor 11, Unit 283, Dubai Healthcare City, Dubai, UAE",2737480,5,6,4575,Garden Apartment,Dubai Healthcare City,Omniyat,2022-05-23,Mountain View,"Central AC, Basketball Court, Driver's Room",17902,الدكتورة بوران آل سلطان,أبو داوود Ltd,Under Contract,2025-08-18,2025-08-24 16:23:04
435,"Building 835, Floor 43, Unit 87, Al Yalayis, Dubai, UAE",1099605,6,5,5100,Serviced Apartment,Al Yalayis,Cluttons,2023-01-03,Garden View,"Concierge, Security, Study Room, Garden, Gym, Pet Friendly, Central AC, Spa",25118,Dr. Trevor Weaver DVM,العجلان-آل عواض,Rented,2025-07-02,2025-08-24 16:23:04
436,"Building 129, Floor 30, Unit 848, The Springs, Dubai, UAE",2024734,4,3,2511,Triplex,The Springs,Nakheel,2025-06-06,Mountain View,"Walk-in Closet, Balcony, Built-in Wardrobes, Swimming Pool, Furnished, Study Room, Tennis Court",9052,Lisa Roy,Schultz-Welch,Sold,2025-04-11,2025-08-24 16:23:04
437,"Building 83, Floor 14, Unit 100, Jumeirah Park, Dubai, UAE",6961652,3,5,2695,Duplex,Jumeirah Park,Bloom Properties,2020-09-17,Garden View,"Furnished, Terrace, Study Room, Modern Kitchen, Central AC, Balcony, Walk-in Closet, Concierge",31832,الدكتور شامل الشايع,"Richards, Romero and Moran",Available,2025-06-28,2025-08-24 16:23:04
438,"Building 68, Floor 7, Unit 213, Al Hudaiba, Dubai, UAE",2812575,3,2,4048,Loft,Al Hudaiba,Better Homes,2027-06-24,Mountain View,"Swimming Pool, Study Room, Parking, Children's Playground",12868,Jill Barnes,Hernandez-Newman,Under Contract,2024-10-17,2025-08-24 16:23:04
439,"Building 737, Floor 22, Unit 929, Al Hudaiba, Dubai, UAE",4777446,5,3,3075,Duplex,Al Hudaiba,Meraas,2027-03-04,City View,"Balcony, Walk-in Closet, Garden, Study Room, Gym, BBQ Area, Furnished, 24/7 Maintenance",37842,Shawn Brooks,Murillo PLC,Rented,2025-05-24,2025-08-24 16:23:04
440,"Building 178, Floor 27, Unit 113, The Springs, Dubai, UAE",2861128,3,4,6967,Serviced Apartment,The Springs,Cluttons,2026-05-18,Mountain View,"Driver's Room, Tennis Court, Study Room, Central AC",8952,Chelsea Ward,"Montoya, Smith and Gilmore",Under Contract,2024-12-15,2025-08-24 16:23:04
441,"Building 551, Floor 34, Unit 311, Dubai Hills Estate, Dubai, UAE",6957649,3,5,4430,Duplex,Dubai Hills Estate,Bloom Properties,2025-01-10,Pool View,"Terrace, 24/7 Maintenance, Parking, BBQ Area, Pet Friendly, Maid's Room",24237,Nancy Vincent,Winters and Sons,Sold,2024-12-09,2025-08-24 16:23:04
442,"Building 987, Floor 23, Unit 833, Al Raffa, Dubai, UAE",3822535,5,2,2769,Townhouse,Al Raffa,Deyaar Development,2023-02-22,Garden View,"Security, Balcony, Modern Kitchen, Central AC, Furnished, Terrace, Built-in Wardrobes",11992,Linda Gray,"أبا الخيل, آل سلطان and العقيل",Sold,2025-02-01,2025-08-24 16:23:04
443,"Building 771, Floor 47, Unit 79, Dubai International Financial Centre, Dubai, UAE",1263048,6,5,2357,Serviced Apartment,Dubai International Financial Centre,Deyaar Development,2023-06-29,Pool View,"Balcony, 24/7 Maintenance, Children's Playground, Parking, Spa",32947,Alexandra Reese,آل عايض LLC,Under Contract,2025-06-03,2025-08-24 16:23:04
444,"Building 378, Floor 35, Unit 299, Dubai International Financial Centre, Dubai, UAE",11997759,7,6,2073,Penthouse,Dubai International Financial Centre,Damac Properties,2021-04-21,Pool View,"Gym, Built-in Wardrobes, Pet Friendly",13291,الآنسة جوانا آل معيض,"آل جعفر, آل عايض and الحجار",Sold,2024-12-20,2025-08-24 16:23:04
445,"Building 945, Floor 37, Unit 851, Palm Jumeirah, Dubai, UAE",1574041,3,2,1521,Apartment,Palm Jumeirah,Union Properties,2023-10-19,Mountain View,"Walk-in Closet, Spa, Built-in Wardrobes, Furnished, Study Room, Swimming Pool, Terrace",15979,John Clark,المشاولة Group,Sold,2025-07-09,2025-08-24 16:23:04
446,"Building 91, Floor 37, Unit 376, Al Qusais, Dubai, UAE",2506887,4,4,6382,Serviced Apartment,Al Qusais,Al Habtoor Group,2025-12-18,Mountain View,"Central AC, Pet Friendly, Modern Kitchen, Built-in Wardrobes, Children's Playground, Balcony, Driver's Room",5732,الأستاذ عابد الحكير,"Lawson, Wong and Mann",Rented,2024-10-01,2025-08-24 16:23:04
447,"Building 920, Floor 20, Unit 248, Downtown Dubai, Dubai, UAE",1056673,1,1,1179,Apartment,Downtown Dubai,Cluttons,2020-11-01,Garden View,"Pet Friendly, BBQ Area, Tennis Court, Parking, Basketball Court, Driver's Room, Central AC",20652,Benjamin Weber,"آل محمد بن علي بن جماز, الجفالي and آل رفيع",Under Contract,2025-05-06,2025-08-24 16:23:04
448,"Building 568, Floor 37, Unit 996, Al Satwa, Dubai, UAE",1181816,4,4,5077,Triplex,Al Satwa,Deyaar Development,2023-12-01,Pool View,"Pet Friendly, Central AC, Built-in Wardrobes",24188,Willie Mahoney,"Tanner, Mays and Jones",Sold,2025-03-30,2025-08-24 16:23:04
449,"Building 429, Floor 20, Unit 519, Emirates Hills, Dubai, UAE",1123963,3,6,7893,Serviced Apartment,Emirates Hills,Savills,2026-11-12,Street View,"Maid's Room, Driver's Room, Concierge",39510,Judy Keller,العجلان Inc,Rented,2025-04-25,2025-08-24 16:23:04
450,"Building 822, Floor 10, Unit 119, Al Thanyah, Dubai, UAE",7216657,3,6,2900,Duplex,Al Thanyah,Sobha Realty,2027-07-18,City View,"Built-in Wardrobes, Pet Friendly, Maid's Room, Balcony",21044,زهرة العليان,Taylor LLC,Rented,2025-05-01,2025-08-24 16:23:04
451,"Building 71, Floor 9, Unit 877, Al Qusais Industrial, Dubai, UAE",890756,5,4,2946,Triplex,Al Qusais Industrial,Sobha Realty,2024-05-04,Mountain View,"Basketball Court, Security, 24/7 Maintenance, Parking, Built-in Wardrobes",21323,أسرار المغاولة,"Smith, Rasmussen and Dodson",Under Contract,2024-11-23,2025-08-24 16:23:04
452,"Building 464, Floor 18, Unit 544, Dubai International Financial Centre, Dubai, UAE",2182425,3,6,4857,Garden Apartment,Dubai International Financial Centre,Azizi Developments,2021-06-28,Street View,"Study Room, Children's Playground, 24/7 Maintenance, Walk-in Closet, Security, Concierge, BBQ Area",46065,Lawrence Mccullough,مهنا LLC,Available,2025-02-26,2025-08-24 16:23:04
453,"Building 842, Floor 1, Unit 1, Al Marmoom, Dubai, UAE",14749494,5,4,4679,Villa,Al Marmoom,Better Homes,2024-11-29,Garden View,"Study Room, Pet Friendly, Furnished, Concierge",8149,Philip Welch,العقيل LLC,Rented,2025-02-24,2025-08-24 16:23:04
454,"Building 282, Floor 31, Unit 186, Al Karama, Dubai, UAE",2002517,0,1,577,Studio,Al Karama,Savills,2021-03-18,Sea View,"Maid's Room, 24/7 Maintenance, Terrace",32087,الدكتور عاطف الراشد,White Group,Rented,2025-06-15,2025-08-24 16:23:04
455,"Building 948, Floor 1, Unit 1, Al Manara, Dubai, UAE",14210073,5,3,7342,Villa,Al Manara,Dubai Properties,2026-04-24,Street View,"Study Room, Spa, Concierge, 24/7 Maintenance, Pet Friendly, Gym, Driver's Room",17530,Philip Martin,"Dickson, Melendez and Hill",Under Contract,2024-09-18,2025-08-24 16:23:04
456,"Building 56, Floor 45, Unit 591, Palm Jumeirah, Dubai, UAE",2062966,5,4,6432,Garden Apartment,Palm Jumeirah,Meraas,2025-05-21,Garden View,"BBQ Area, Parking, Modern Kitchen, Gym",22726,عبد الحكيم الخرافي,"Miller, Bullock and Williams",Rented,2025-02-19,2025-08-24 16:23:04
457,"Building 616, Floor 23, Unit 481, Arabian Ranches, Dubai, UAE",1113348,0,1,473,Studio,Arabian Ranches,Select Group,2024-03-02,Pool View,"Terrace, Basketball Court, Balcony, Central AC, Driver's Room",24247,Taylor Clark,آل عواض PLC,Available,2025-04-14,2025-08-24 16:23:04
458,"Building 766, Floor 20, Unit 292, Business Bay, Dubai, UAE",1695227,3,4,6988,Serviced Apartment,Business Bay,Omniyat,2023-10-02,City View,"24/7 Maintenance, Furnished, Basketball Court, Parking, Tennis Court, Built-in Wardrobes, Swimming Pool",13967,Donna Jones,Williams-Rowe,Sold,2025-07-27,2025-08-24 16:23:04
459,"Building 178, Floor 1, Unit 1, Al Faqa, Dubai, UAE",2424530,4,5,5799,Villa,Al Faqa,Dubai Properties,2026-09-07,Pool View,"Maid's Room, Built-in Wardrobes, Balcony, Basketball Court, Parking",6957,James Ray,"آل العسكري, الحجار and الحكير",Under Contract,2025-07-25,2025-08-24 16:23:04
460,"Building 9, Floor 25, Unit 743, Dubai Sports City, Dubai, UAE",3650438,3,6,5133,Townhouse,Dubai Sports City,Azizi Developments,2025-12-03,City View,"Walk-in Closet, Spa, 24/7 Maintenance, Balcony, Swimming Pool, Study Room",30404,Chris Holmes,"Smith, Hall and Mcmillan",Under Contract,2024-11-16,2025-08-24 16:23:04
461,"Building 247, Floor 41, Unit 381, Al Jafiliya, Dubai, UAE",2716115,1,3,1031,Apartment,Al Jafiliya,Select Group,2024-11-08,Mountain View,"Maid's Room, Furnished, 24/7 Maintenance, Central AC, Concierge, Driver's Room, Modern Kitchen, Swimming Pool",35784,Annette West,كانو-آل حسين,Rented,2024-10-19,2025-08-24 16:23:04
462,"Building 170, Floor 21, Unit 676, Al Nahda, Dubai, UAE",7351818,6,3,4002,Penthouse,Al Nahda,Deyaar Development,2020-12-28,Sea View,"Security, Modern Kitchen, Swimming Pool, Built-in Wardrobes, Parking",40570,Thomas Morales,Mendoza-Sullivan,Sold,2025-06-20,2025-08-24 16:23:04
463,"Building 154, Floor 27, Unit 20, Umm Suqeim, Dubai, UAE",3276952,2,1,1091,Apartment,Umm Suqeim,Chestertons,2020-09-09,Sea View,"Garden, Terrace, Basketball Court, Tennis Court",42773,السيدة إخلاص آل معيض,Park-Bridges,Under Contract,2025-01-07,2025-08-24 16:23:04
464,"Building 513, Floor 8, Unit 161, Dubai Marina, Dubai, UAE",7712599,6,3,6200,Duplex,Dubai Marina,Al Habtoor Group,2027-01-20,Garden View,"Balcony, Children's Playground, Modern Kitchen, Swimming Pool, Driver's Room, Tennis Court, Pet Friendly",22026,السيدة ريفال آل عايض,White Inc,Available,2024-11-22,2025-08-24 16:23:04
465,"Building 218, Floor 32, Unit 425, Al Manara, Dubai, UAE",911617,5,6,7383,Garden Apartment,Al Manara,Ellington Properties,2025-11-18,Garden View,"Furnished, Security, Study Room, Gym, Garden, Parking, Maid's Room, Driver's Room",8575,جوين الحكير,"Cruz, Smith and Hunt",Under Contract,2025-05-14,2025-08-24 16:23:04
466,"Building 335, Floor 10, Unit 54, Al Faqa, Dubai, UAE",1982330,0,1,397,Studio,Al Faqa,Omniyat,2022-02-03,Sea View,"24/7 Maintenance, Tennis Court, Swimming Pool, Maid's Room, Garden, Security, Modern Kitchen, Central AC",23303,لبيد المهنا,Vincent-Chen,Sold,2025-02-07,2025-08-24 16:23:04
467,"Building 558, Floor 14, Unit 633, Al Aweer, Dubai, UAE",994150,7,6,6153,Serviced Apartment,Al Aweer,Aqua Properties,2023-07-08,Garden View,"24/7 Maintenance, Garden, Maid's Room, Parking, Study Room, Balcony",39754,Robert Smith,"المهنا, آل الشيخ and الحكير",Rented,2025-02-19,2025-08-24 16:23:04
468,"Building 217, Floor 12, Unit 498, The Meadows, Dubai, UAE",1557662,2,3,1965,Apartment,The Meadows,Knight Frank,2024-08-09,City View,"Concierge, Modern Kitchen, Tennis Court, Basketball Court, Walk-in Closet",20802,شهم مهنا,"مهنا, آل عواض and المهيدب",Rented,2025-04-07,2025-08-24 16:23:04
469,"Building 495, Floor 39, Unit 475, Umm Suqeim, Dubai, UAE",4835135,7,6,3719,Duplex,Umm Suqeim,Chestertons,2024-04-25,Mountain View,"Maid's Room, Modern Kitchen, Balcony",20212,Monica Webb,فصيل-مهنا,Available,2024-09-18,2025-08-24 16:23:04
470,"Building 206, Floor 1, Unit 1, Jumeirah Beach Residence, Dubai, UAE",3159024,5,5,2735,Villa,Jumeirah Beach Residence,Meraas,2024-07-08,Sea View,"Terrace, Study Room, Swimming Pool",37812,ميرال الراشد,المهنا-آل بن لافي,Under Contract,2025-01-14,2025-08-24 16:23:04
471,"Building 808, Floor 46, Unit 339, Al Manara, Dubai, UAE",2400567,7,5,4345,Loft,Al Manara,Bloom Properties,2021-02-25,Sea View,"Study Room, Modern Kitchen, Tennis Court, Maid's Room, Walk-in Closet, Built-in Wardrobes, Balcony",18665,الدكتورة ريان آل بن لافي,Anderson-Nguyen,Under Contract,2025-04-27,2025-08-24 16:23:04
472,"Building 80, Floor 17, Unit 64, Al Raffa, Dubai, UAE",2612357,3,5,3599,Garden Apartment,Al Raffa,Omniyat,2024-02-19,Pool View,"Furnished, 24/7 Maintenance, Spa, Built-in Wardrobes, Terrace",47043,الأستاذة هناء فصيل,"الحكير, العقيل and آل صفوان",Sold,2024-10-29,2025-08-24 16:23:04
473,"Building 937, Floor 26, Unit 489, Dubai Sports City, Dubai, UAE",2433831,2,1,1924,Apartment,Dubai Sports City,Deyaar Development,2027-06-12,Sea View,"Walk-in Closet, Balcony, Maid's Room",45212,Richard Petersen MD,آل جعفر-مهنا,Rented,2024-08-25,2025-08-24 16:23:04
474,"Building 427, Floor 50, Unit 485, The Springs, Dubai, UAE",2987252,4,2,1064,Apartment,The Springs,Ellington Properties,2023-01-14,Mountain View,"Swimming Pool, Terrace, Parking, BBQ Area, 24/7 Maintenance",27810,Amanda Sheppard,آل عايض LLC,Under Contract,2024-09-01,2025-08-24 16:23:04
475,"Building 94, Floor 13, Unit 318, Al Qusais Industrial, Dubai, UAE",7772802,6,6,4323,Penthouse,Al Qusais Industrial,Azizi Developments,2020-12-26,City View,"Pet Friendly, 24/7 Maintenance, Basketball Court, Parking, Built-in Wardrobes, Study Room, Driver's Room, Gym",20418,Kenneth Barry,"Green, Wade and Sanders",Under Contract,2025-02-03,2025-08-24 16:23:04
476,"Building 863, Floor 6, Unit 199, Al Safa, Dubai, UAE",2587575,0,1,527,Studio,Al Safa,Nakheel,2025-10-04,Pool View,"Tennis Court, Children's Playground, Garden, Walk-in Closet, Gym, Built-in Wardrobes, Spa, Driver's Room",34241,Erin Snow,Anderson-Hamilton,Rented,2025-05-21,2025-08-24 16:23:04
477,"Building 3, Floor 43, Unit 320, Dubai Media City, Dubai, UAE",919085,5,2,6777,Serviced Apartment,Dubai Media City,Omniyat,2021-09-29,City View,"Parking, 24/7 Maintenance, Walk-in Closet, Furnished, Concierge, Built-in Wardrobes, Study Room",6149,السيدة جالا آل قصير,"Weaver, Klein and Gross",Available,2025-04-03,2025-08-24 16:23:04
478,"Building 303, Floor 21, Unit 695, Al Lisaili, Dubai, UAE",3297101,4,3,4982,Serviced Apartment,Al Lisaili,Union Properties,2025-03-25,Garden View,"Concierge, Spa, Maid's Room, Pet Friendly",34251,الدكتور فيصل كانو,"Boone, Kennedy and Coleman",Rented,2025-04-17,2025-08-24 16:23:04
479,"Building 191, Floor 40, Unit 675, Emirates Hills, Dubai, UAE",1135360,5,5,2856,Garden Apartment,Emirates Hills,Damac Properties,2026-05-28,Street View,"24/7 Maintenance, Swimming Pool, Security, Walk-in Closet, Parking, Children's Playground, Study Room, Concierge",26446,Jody Williams,الشايع Group,Available,2025-08-01,2025-08-24 16:23:04
480,"Building 790, Floor 24, Unit 707, Umm Suqeim, Dubai, UAE",1473611,5,4,4166,Garden Apartment,Umm Suqeim,Damac Properties,2021-01-19,Pool View,"Modern Kitchen, Tennis Court, Furnished, Driver's Room, Gym, Walk-in Closet, Spa",11061,Steven Alvarez,العجلان Ltd,Sold,2025-07-05,2025-08-24 16:23:04
481,"Building 59, Floor 8, Unit 176, Al Manara, Dubai, UAE",2267377,7,4,3085,Duplex,Al Manara,Al Habtoor Group,2022-01-31,Garden View,"Built-in Wardrobes, Gym, Tennis Court",26224,الدكتورة ابتسام الحجار,Stephens and Sons,Sold,2024-10-23,2025-08-24 16:23:04
482,"Building 156, Floor 48, Unit 835, Jumeirah Beach Residence, Dubai, UAE",4482997,5,6,7171,Townhouse,Jumeirah Beach Residence,Nakheel,2023-11-22,City View,"Driver's Room, Garden, Pet Friendly, Children's Playground",45149,Patricia Mitchell DDS,آل العسكري-فصيل,Available,2025-06-23,2025-08-24 16:23:04
483,"Building 741, Floor 7, Unit 736, Jumeirah Islands, Dubai, UAE",2429365,4,4,4431,Serviced Apartment,Jumeirah Islands,Deyaar Development,2022-09-30,Street View,"Swimming Pool, BBQ Area, Children's Playground, Furnished, Balcony, Terrace, Modern Kitchen, Maid's Room",14375,جلنار آل علي,الراشد-آل علي,Available,2025-05-27,2025-08-24 16:23:04
484,"Building 704, Floor 27, Unit 76, Jumeirah Park, Dubai, UAE",1491971,0,1,370,Studio,Jumeirah Park,Al Habtoor Group,2027-05-22,Sea View,"Study Room, Modern Kitchen, Security",38592,Kyle Williams,Evans Group,Sold,2024-08-23,2025-08-24 16:23:04
485,"Building 43, Floor 32, Unit 438, The Springs, Dubai, UAE",1655561,1,3,1968,Apartment,The Springs,Dubai Properties,2023-12-04,Pool View,"BBQ Area, Parking, Children's Playground, Security, Balcony",8834,Jennifer Oliver,"المشاولة, الراشد and آل حسين",Sold,2024-12-23,2025-08-24 16:23:04
486,"Building 919, Floor 28, Unit 314, Emirates Hills, Dubai, UAE",2955890,7,6,3083,Duplex,Emirates Hills,Knight Frank,2027-01-10,Garden View,"Spa, Swimming Pool, Security",30595,بهاء آل مقطة,العليان Ltd,Available,2025-07-19,2025-08-24 16:23:04
487,"Building 657, Floor 9, Unit 514, Emirates Hills, Dubai, UAE",2126644,3,6,5789,Townhouse,Emirates Hills,Chestertons,2023-02-22,Pool View,"Pet Friendly, Furnished, Modern Kitchen, Maid's Room, Spa, Balcony",29196,Sandra Walsh,آل قصير-العجلان,Available,2025-08-17,2025-08-24 16:23:04
488,"Building 781, Floor 10, Unit 267, Al Quoz, Dubai, UAE",2325084,1,2,1358,Apartment,Al Quoz,Sobha Realty,2024-04-14,Pool View,"Concierge, Furnished, Parking",27355,Harold Arnold,شربتلي LLC,Under Contract,2024-12-08,2025-08-24 16:23:04
489,"Building 837, Floor 45, Unit 652, Dubai Media City, Dubai, UAE",2343082,2,1,1662,Apartment,Dubai Media City,Ellington Properties,2026-04-20,Mountain View,"Children's Playground, Swimming Pool, Study Room, Gym, Terrace, BBQ Area",19902,الدكتورة أزهار آل علي,المشاولة and Sons,Available,2024-11-22,2025-08-24 16:23:04
490,"Building 229, Floor 10, Unit 623, Al Quoz, Dubai, UAE",1654233,7,3,2660,Loft,Al Quoz,Omniyat,2021-05-04,Mountain View,"Concierge, Balcony, Parking, Tennis Court, Swimming Pool",33589,عبد الجليل آل العسكري,Maxwell Group,Under Contract,2024-09-05,2025-08-24 16:23:04
491,"Building 745, Floor 8, Unit 163, Downtown Dubai, Dubai, UAE",2642351,2,2,1454,Apartment,Downtown Dubai,Aqua Properties,2027-08-02,Mountain View,"Tennis Court, Spa, Balcony, Study Room, Concierge",11839,Sharon Gibbs,آل مقطة-آل بن لافي,Sold,2025-03-14,2025-08-24 16:23:04
492,"Building 980, Floor 34, Unit 901, Al Sufouh, Dubai, UAE",1389661,4,3,1944,Apartment,Al Sufouh,Ellington Properties,2024-07-29,City View,"Pet Friendly, BBQ Area, Security, Furnished, 24/7 Maintenance",10711,Erin Martin,"Lee, Woods and Davis",Rented,2024-12-10,2025-08-24 16:23:04
493,"Building 390, Floor 30, Unit 314, Arabian Ranches, Dubai, UAE",3223786,6,3,2716,Townhouse,Arabian Ranches,Cluttons,2021-11-16,Pool View,"Security, Gym, 24/7 Maintenance, Concierge",24115,فخر فصيل,"آل حسين, المغاولة and المهنا",Under Contract,2025-05-29,2025-08-24 16:23:04
494,"Building 380, Floor 24, Unit 609, Al Ruwayyah, Dubai, UAE",1365424,4,1,1341,Apartment,Al Ruwayyah,Damac Properties,2024-10-22,Garden View,"Balcony, Garden, Pet Friendly, Built-in Wardrobes, Walk-in Closet",8028,بارعة آل عواض,آل سعود PLC,Under Contract,2025-02-11,2025-08-24 16:23:04
495,"Building 903, Floor 48, Unit 920, Al Wasl, Dubai, UAE",2054750,0,1,347,Studio,Al Wasl,Union Properties,2020-10-25,Street View,"Swimming Pool, Central AC, Parking",47462,المهندسة دانية حجار,"آل سلطان, بقشان and أبو داوود",Rented,2024-11-24,2025-08-24 16:23:04
496,"Building 407, Floor 42, Unit 279, The Springs, Dubai, UAE",1472520,0,1,411,Studio,The Springs,Sobha Realty,2020-09-02,Sea View,"Study Room, Tennis Court, Basketball Court",26476,James Knight,Campbell-Page,Under Contract,2025-01-24,2025-08-24 16:23:04
497,"Building 462, Floor 48, Unit 990, Al Wasl, Dubai, UAE",4322690,3,3,7651,Duplex,Al Wasl,Knight Frank,2021-05-19,Sea View,"Basketball Court, 24/7 Maintenance, Spa, Central AC, BBQ Area, Built-in Wardrobes",48624,Alicia Chang,"Jones, Chen and Merritt",Available,2025-05-24,2025-08-24 16:23:04
498,"Building 929, Floor 28, Unit 931, Downtown Dubai, Dubai, UAE",598551,6,5,3890,Serviced Apartment,Downtown Dubai,Emaar Properties,2027-04-19,Pool View,"Concierge, Gym, Modern Kitchen, Tennis Court, Terrace, Maid's Room, Study Room",46664,وصاف العقيل,Burch-Coleman,Under Contract,2025-02-03,2025-08-24 16:23:04
